Plot,Row,Column,Species,CONDITION,F21Health,F21Ht,F22Health,F22Ht,GROWTH
GQ10_1,9,16,TIAM,o,L,58,D,,-58
GQ10_2,15,9,TIAM,c,L,26,D,,-26
GQ3_1,16,15,TIAM,c,L,25,D,,-25
GQ2_1,18,10,TIAM,c,L,24,D,,-24
GQ10_2,5,15,TIAM,o,L,22.5,D,,-22.5
GQ10_2,13,13,TIAM,c,V,22,D,,-22
GQ3_1,5,16,TIAM,o,L,21,D,,-21
GQ3_1,17,13,TIAM,c,L,19,D,,-19
GQ3_1,6,16,TIAM,o,L,19,D,,-19
GQ2_1,14,9,TIAM,o,V,17,D,,-17
GQ3_1,16,12,TIAM,c,L,13,D,,-13
GQ8_2,15,11,TIAM,o,L,6,D,,-6
GQ3_1,10,1,TIAM,o,,,D,,0
GQ2_1,9,5,TIAM,o,,,D,,0
GQ10_1,9,7,TIAM,o,L,22,L,9,0
GQ10_2,11,4,TIAM,o,L,29.3,L,17,0
GQ3_1,10,13,TIAM,o,L,21,L,11,0
GQ3_1,8,13,TIAM,o,L,25,L,16,0
GQ3_2,13,16,TIAM,c,L,30,L,22,0
GQ8_2,13,1,TIAM,o,L,48.5,L,41,0
GQ10_2,4,13,TIAM,o,L,41,L,34,0
GQ3_1,15,4,TIAM,c,L,23,L,16,0
GQ3_2,5,16,TIAM,o,L,33.5,L,27,0
GQ8_2,16,5,TIAM,o,L,44,L,39,0
GQ3_1,11,5,TIAM,c,L,38,L,34,0
GQ2_2,8,1,TIAM,o,L,19,L,15,0
GQ2_1,14,11,TIAM,o,L,18,L,15,0
GQ8_2,4,13,TIAM,o,L,23,L,21,0
GQ8_1,7,9,TIAM,o,L,33,L,31,0
GQ10_2,17,9,TIAM,o,L,28,L,27,0
GQ3_1,9,4,TIAM,c,L,29,L,28,0
GQ8_2,7,5,TIAM,o,L,33.5,L,33,0
GQ8_1,5,16,TIAM,c,L,30.1,L,30,0
GQ3_2,10,10,TIAM,c,L,28,L,28,0
GQ3_1,11,2,TIAM,o,L,20,L,20,0
GQ2_1,12,17,TIAM,o,L,21,L,21,0
GQ8_1,10,17,TIAM,o,V,30,L,30,0
GQ2_2,2,17,TIAM,o,L,29.5,L,30,0.5
GQ10_2,6,15,TIAM,c,L,30,L,31,1
GQ3_2,13,6,TIAM,c,L,17,L,18,1
GQ3_2,12,9,TIAM,o,L,21,L,22,1
GQ2_2,6,2,TIAM,c,L,23,L,24,1
GQ2_2,13,15,TIAM,c,L,29,L,30,1
GQ8_1,10,3,TIAM,o,L,20,L,21.5,1.5
GQ8_1,12,1,TIAM,c,L,30,L,32,2
GQ8_1,8,2,TIAM,o,L,35,L,37,2
GQ8_1,11,11,TIAM,c,L,23,L,25,2
GQ3_2,12,17,TIAM,o,L,27,L,29,2
GQ3_1,8,5,TIAM,o,L,16,L,18,2
GQ3_1,13,13,TIAM,c,L,26,L,28,2
GQ2_1,3,6,TIAM,c,L,24,L,26,2
GQ2_2,2,3,TIAM,c,L,22,L,24,2
GQ2_2,9,19,TIAM,o,L,33.5,L,36,2.5
GQ10_2,4,7,TIAM,c,L,23.2,L,26,2.8
GQ10_2,2,9,TIAM,c,L,27,L,30,3
GQ10_2,7,1,TIAM,o,L,27,L,30,3
GQ8_1,9,4,TIAM,o,L,21,L,24,3
GQ8_1,10,7,TIAM,c,L,22,L,25,3
GQ3_2,8,10,TIAM,c,L,23,L,26,3
GQ10_1,6,10,TIAM,o,V,26,L,29,3
GQ8_1,5,4,TIAM,o,L,29.5,L,33,3.5
GQ3_2,4,13,TIAM,c,L,22.1,L,26,3.9
GQ10_1,14,5,TIAM,c,L,26,L,30,4
GQ10_1,14,7,TIAM,o,L,18,L,22,4
GQ10_2,11,5,TIAM,o,L,38,L,42,4
GQ8_2,14,17,TIAM,o,L,25,L,29,4
GQ3_1,12,2,TIAM,o,L,27,L,31,4
GQ3_1,14,12,TIAM,o,L,16,L,20,4
GQ2_1,2,10,TIAM,o,L,20,L,24,4
GQ10_1,8,4,TIAM,o,L,29.5,L,34,4.5
GQ2_1,18,7,TIAM,c,L,17,L,21.5,4.5
GQ10_2,12,6,TIAM,o,L,30,L,35,5
GQ8_1,9,8,TIAM,o,L,31,L,36,5
GQ8_1,3,8,TIAM,o,L,30,L,35,5
GQ8_1,9,18,TIAM,c,L,25,L,30,5
GQ3_1,14,5,TIAM,o,L,22,L,27,5
GQ2_1,8,1,TIAM,c,L,26,L,31,5
GQ2_2,3,2,TIAM,o,L,29,L,34,5
GQ2_2,8,5,TIAM,o,L,25,L,30,5
GQ2_2,3,7,TIAM,o,L,26,L,31,5
GQ10_2,10,18,TIAM,o,V,16,L,21,5
GQ2_1,11,8,TIAM,o,L,19.8,L,25,5.2
GQ10_1,5,10,TIAM,o,L,14.5,L,20,5.5
GQ8_1,16,4,TIAM,o,L,29.5,L,35,5.5
GQ2_2,11,19,TIAM,c,L,30.5,L,36,5.5
GQ10_1,14,9,TIAM,c,V,19.5,L,25,5.5
GQ2_2,12,17,TIAM,c,V,27.5,L,33,5.5
GQ2_2,3,17,TIAM,c,L,32.4,L,38,5.6
GQ10_1,3,8,TIAM,o,L,29,L,35,6
GQ10_2,7,10,TIAM,c,L,17,L,23,6
GQ3_1,9,1,TIAM,c,L,27,L,33,6
GQ3_1,18,8,TIAM,c,L,27,L,33,6
GQ2_1,6,4,TIAM,o,L,25,L,31,6
GQ2_1,12,10,TIAM,o,L,15,L,21,6
GQ3_2,1,12,TIAM,c,L,19.8,L,26,6.2
GQ8_1,8,18,TIAM,c,L,29.7,L,36,6.3
GQ10_1,7,3,TIAM,c,L,28.5,L,35,6.5
GQ2_2,10,9,TIAM,c,L,24.5,L,31,6.5
GQ3_2,7,13,TIAM,o,L,21.4,L,28,6.6
GQ10_2,6,3,TIAM,o,L,49,L,56,7
GQ8_2,7,3,TIAM,o,L,26,L,33,7
GQ8_1,7,6,TIAM,c,L,29,L,36,7
GQ8_1,5,13,TIAM,o,L,34,L,41,7
GQ3_1,12,1,TIAM,o,L,35,L,42,7
GQ3_1,5,4,TIAM,c,L,20,L,27,7
GQ10_1,10,6,TIAM,o,V,13,L,20,7
GQ10_1,11,10,TIAM,c,V,24.5,L,32,7.5
GQ10_2,11,7,TIAM,c,L,34,L,42,8
GQ10_2,17,6,TIAM,c,L,29,L,37,8
GQ8_2,5,6,TIAM,c,L,33,L,41,8
GQ3_1,13,1,TIAM,c,L,24,L,32,8
GQ3_1,4,13,TIAM,c,L,23,L,31,8
GQ2_1,15,16,TIAM,o,L,5,L,13,8
GQ2_2,9,3,TIAM,o,L,12,L,20,8
GQ3_1,16,1,TIAM,o,V,8,L,16,8
GQ3_2,8,1,TIAM,c,L,29.8,L,38,8.2
GQ8_2,6,4,TIAM,o,L,16,L,24.5,8.5
GQ10_1,11,12,TIAM,c,L,21,L,30,9
GQ10_2,4,5,TIAM,c,L,29,L,38,9
GQ10_2,16,5,TIAM,o,L,33,L,42,9
GQ8_1,15,3,TIAM,o,L,29,L,38,9
GQ8_1,11,4,TIAM,o,L,29,L,38,9
GQ8_1,6,4,TIAM,o,L,34,L,43,9
GQ8_1,9,6,TIAM,c,L,31,L,40,9
GQ2_1,4,10,TIAM,c,L,26,L,35,9
GQ8_1,12,17,TIAM,c,L,7.9,L,17,9.1
GQ8_1,4,9,TIAM,c,L,34.8,L,44,9.2
GQ10_1,13,8,TIAM,o,L,25,L,35,10
GQ8_2,15,8,TIAM,c,L,34,L,44,10
GQ8_2,17,10,TIAM,o,L,26,L,36,10
GQ8_2,9,18,TIAM,c,L,21,L,31,10
GQ8_1,15,7,TIAM,o,L,21,L,31,10
GQ3_2,15,8,TIAM,o,L,23,L,33,10
GQ3_2,8,15,TIAM,c,L,15,L,25,10
GQ2_2,9,12,TIAM,c,L,19,L,29,10
GQ2_2,4,15,TIAM,o,V,20,L,30,10
GQ2_2,7,11,TIAM,o,L,46.5,L,57,10.5
GQ10_1,14,3,TIAM,o,L,22,L,33,11
GQ10_1,13,6,TIAM,o,L,19,L,30,11
GQ8_2,9,4,TIAM,c,L,36,L,47,11
GQ10_1,5,13,TIAM,c,V,24,L,35,11
GQ3_2,10,1,TIAM,o,L,31.7,L,43,11.3
GQ10_2,13,17,TIAM,o,L,18.5,L,30,11.5
GQ10_1,12,2,TIAM,o,L,35.2,L,47,11.8
GQ10_2,7,13,TIAM,c,L,38,L,50,12
GQ10_2,8,1,TIAM,o,L,41,L,53,12
GQ10_2,10,11,TIAM,c,L,31,L,43,12
GQ10_1,14,4,TIAM,c,L,25.5,L,38,12.5
GQ8_2,16,7,TIAM,c,L,45,L,58,13
GQ8_1,13,17,TIAM,c,V,9,L,22,13
GQ10_2,14,15,TIAM,o,L,28,L,42,14
GQ8_2,8,3,TIAM,o,L,38,L,52,14
GQ8_2,11,7,TIAM,o,L,26,L,40,14
GQ2_1,6,6,TIAM,c,L,23,L,37,14
GQ10_2,10,3,TIAM,o,L,30,L,45,15
GQ2_2,1,10,TIAM,c,L,20,L,35,15
GQ2_2,11,18,TIAM,o,L,21.6,L,37,15.4
GQ2_2,9,6,TIAM,o,L,29.5,L,45,15.5
GQ8_1,7,11,TIAM,c,L,26,L,42,16
GQ3_1,10,2,TIAM,c,L,23,L,39,16
GQ3_1,7,5,TIAM,c,L,24,L,40,16
GQ2_2,2,13,TIAM,c,L,34,L,50,16
GQ8_2,4,7,TIAM,c,L,20,L,37,17
GQ2_2,6,12,TIAM,c,L,38,L,55,17
GQ10_1,16,8,TIAM,c,V,26,L,43,17
GQ2_2,14,9,TIAM,o,L,27.8,L,45,17.2
GQ2_2,1,7,TIAM,c,L,27.6,L,45,17.4
GQ8_1,7,17,TIAM,c,L,29.5,L,47,17.5
GQ3_2,10,3,TIAM,c,L,19,L,37,18
GQ8_2,9,14,TIAM,c,L,15,L,34,19
GQ3_1,6,4,TIAM,o,L,16,L,35,19
GQ3_1,2,9,TIAM,c,L,21,L,40,19
GQ3_1,6,11,TIAM,c,L,21,L,40,19
GQ10_2,13,15,TIAM,c,L,25,L,45,20
GQ8_2,6,6,TIAM,c,L,30,L,50,20
GQ8_1,10,15,TIAM,c,L,13,L,33,20
GQ3_2,10,12,TIAM,c,L,35,L,55,20
GQ10_2,7,8,TIAM,c,L,30,L,51,21
GQ10_2,14,5,TIAM,o,L,52,L,73,21
GQ8_2,11,15,TIAM,c,L,51,L,72,21
GQ2_1,15,12,TIAM,c,L,25.5,L,47,21.5
GQ8_2,13,10,TIAM,c,L,30,L,52,22
GQ10_1,11,18,TIAM,c,L,32,L,55,23
GQ3_1,3,5,TIAM,c,L,28,L,51,23
GQ2_2,14,15,TIAM,c,L,20,L,43,23
GQ3_2,14,9,TIAM,c,L,30.9,L,54,23.1
GQ2_2,12,3,TIAM,o,L,25.5,L,49,23.5
GQ10_2,6,7,TIAM,c,L,31.4,L,55,23.6
GQ8_2,3,14,TIAM,c,L,28,L,52,24
GQ2_2,16,10,TIAM,c,L,23,L,48,25
GQ8_2,7,18,TIAM,c,L,23,L,48.5,25.5
GQ8_2,14,3,TIAM,o,L,33,L,59,26
GQ8_1,8,11,TIAM,c,L,34,L,60,26
GQ8_1,12,11,TIAM,o,L,27,L,53,26
GQ2_2,9,17,TIAM,c,L,21,L,47,26
GQ10_1,7,7,TIAM,c,L,23,L,50,27
GQ10_2,3,7,TIAM,c,L,23,L,50,27
GQ8_2,4,14,TIAM,c,L,20,L,47,27
GQ8_1,7,5,TIAM,o,L,35,L,62,27
GQ10_2,9,10,TIAM,o,L,40,L,68,28
GQ10_2,18,12,TIAM,c,L,39,L,67,28
GQ8_2,14,14,TIAM,o,L,18,L,46,28
GQ8_1,6,5,TIAM,c,L,42,L,70,28
GQ2_2,12,15,TIAM,c,L,36.8,L,65,28.2
GQ10_2,8,18,TIAM,c,L,40,L,69,29
GQ10_2,14,8,TIAM,o,L,28,L,57,29
GQ8_2,13,7,TIAM,c,L,24,L,53,29
GQ8_2,10,4,TIAM,o,L,39,L,69,30
GQ8_2,4,11,TIAM,o,L,33,L,63,30
GQ10_1,16,14,TIAM,c,L,41.5,L,73,31.5
GQ2_2,8,15,TIAM,o,L,42.5,L,74,31.5
GQ10_1,4,12,TIAM,o,L,36.5,L,69,32.5
GQ2_2,5,9,TIAM,c,L,18,L,51,33
GQ10_1,6,12,TIAM,o,L,28,L,62,34
GQ10_1,11,17,TIAM,c,L,40,L,75,35
GQ10_2,5,3,TIAM,o,L,32,L,67,35
GQ8_1,9,2,TIAM,c,L,37,L,73,36
GQ10_1,11,2,TIAM,o,L,36.5,L,73,36.5
GQ10_1,18,8,TIAM,o,L,26,L,63,37
GQ10_2,17,13,TIAM,o,L,23,L,61,38
GQ10_1,8,15,TIAM,o,L,33.5,L,78,44.5
GQ8_2,8,6,TIAM,c,L,34.5,L,79,44.5
GQ3_2,9,5,TIAM,c,L,28,L,75,47
GQ3_2,1,10,TIAM,c,L,25,L,72,47
GQ8_2,16,12,TIAM,c,L,32,L,81,49
GQ10_1,16,15,TIAM,o,L,32.5,L,82,49.5
GQ8_2,17,6,TIAM,c,L,51,L,101,50
GQ8_1,16,10,TIAM,o,L,32,L,82,50
GQ8_2,12,15,TIAM,o,L,29,L,80,51
GQ8_1,12,13,TIAM,c,L,28,L,79,51
GQ10_1,9,10,TIAM,c,L,19.5,L,72,52.5
GQ10_1,8,7,TIAM,o,L,31.5,L,85,53.5
GQ10_1,7,15,TIAM,c,L,36,L,90,54
GQ8_2,11,5,TIAM,c,L,40,L,94,54
GQ10_1,7,5,TIAM,c,L,36,L,91,55
GQ10_1,4,5,TIAM,c,L,35,L,92,57
GQ2_2,6,15,TIAM,o,L,21,L,78,57
GQ2_2,6,5,TIAM,c,L,29.5,L,87,57.5
GQ3_2,8,4,TIAM,o,L,26,L,85,59
GQ8_1,17,11,TIAM,c,L,37.9,L,104,66.1
GQ8_2,15,9,TIAM,c,L,48,L,120,72
GQ10_1,12,17,TIAM,c,L,35,L,173,138
GQ8_2,17,11,TIAM,o,L,21,MIA,,-21
GQ8_2,6,9,TIAM,o,L,18,MIA,,-18
GQ3_2,5,5,TIAM,o,V,8,MIA,,-8
GQ3_2,9,13,TIAM,o,L,35,V,,0
GQ3_2,16,12,TIAM,o,L,31.3,V,9,0
GQ3_2,15,10,TIAM,o,L,32.6,V,18,0
GQ2_1,4,16,TIAM,c,L,27,V,18,0
GQ3_2,5,4,TIAM,c,V,12,V,8,0
GQ3_2,17,9,TIAM,o,L,16.7,V,14,0
GQ10_2,8,15,TIAM,o,L,22,V,20,0
GQ2_1,4,8,TIAM,c,L,25,V,23,0
GQ2_2,13,9,TIAM,c,L,21,V,19,0
GQ2_1,9,7,TIAM,o,L,33.5,V,32,0
GQ2_1,1,9,TIAM,c,L,31,V,30,0
GQ2_1,15,11,TIAM,c,L,31,V,30,0
GQ2_2,12,5,TIAM,o,L,9,V,8,0
GQ2_1,8,6,TIAM,c,V,23,V,22,0
GQ2_1,9,13,TIAM,o,V,20.4,V,20,0
GQ3_2,1,14,TIAM,c,L,18,V,18,0
GQ3_2,15,15,TIAM,c,L,30,V,30,0
GQ2_1,7,2,TIAM,o,L,6,V,6,0
GQ2_1,4,5,TIAM,c,L,26,V,26,0
GQ2_1,10,10,TIAM,o,L,14,V,14,0
GQ3_1,17,12,TIAM,o,L,5.5,V,6,0.5
GQ2_1,12,8,TIAM,c,L,29.5,V,30,0.5
GQ3_1,18,7,TIAM,c,L,19,V,20,1
GQ3_2,17,10,TIAM,o,V,6.8,V,8,1.2
GQ2_1,11,2,TIAM,o,L,29,V,30.5,1.5
GQ3_1,17,9,TIAM,o,L,29,V,32,3
GQ3_1,16,10,TIAM,o,L,13,V,16,3
GQ2_1,16,9,TIAM,c,L,26,V,29,3
GQ2_1,6,5,TIAM,o,L,32.5,V,36,3.5
GQ2_1,4,7,TIAM,o,L,27,V,31,4
GQ2_1,13,9,TIAM,c,V,22,V,26,4
GQ3_2,11,1,TIAM,c,L,33.7,V,38,4.3
GQ3_2,16,10,TIAM,o,V,6.8,V,12,5.2
GQ2_1,12,12,TIAM,c,L,26.5,V,32,5.5
GQ3_2,9,3,TIAM,o,L,14,V,20,6
GQ3_2,18,9,TIAM,o,L,21.4,V,28,6.6
GQ3_2,11,16,TIAM,o,L,14,V,21,7
GQ3_1,3,11,TIAM,o,L,23,V,30,7
GQ2_1,15,4,TIAM,o,L,26,V,33,7
GQ10_1,14,10,TIAM,c,V,26,V,33,7
GQ2_1,7,13,TIAM,c,V,22,V,30,8
GQ3_2,10,4,TIAM,o,L,26.5,V,35,8.5
GQ2_1,1,11,TIAM,o,L,30,V,39,9
GQ2_2,4,3,TIAM,c,V,16.5,V,27,10.5
GQ2_1,11,12,TIAM,c,L,21.1,V,33,11.9
GQ3_1,11,16,TIAM,o,L,25,V,38,13
GQ3_2,12,10,TIAM,o,L,31.5,V,45,13.5
GQ10_2,2,7,TIAM,c,L,24,V,38,14
GQ3_2,13,4,TIAM,c,L,23,V,39,16
GQ3_1,11,7,TIAM,o,L,24,V,41,17
GQ3_2,4,11,TIAM,o,L,14.7,V,35,20.3
GQ8_2,10,9,TIAM,o,L,22,V,43,21
GQ2_2,5,5,TIAM,o,L,26,V,57,31
GQ10_2,3,14,QURU,o,L,20,D,,-20
GQ8_2,18,7,QURU,o,V,19.5,D,,-19.5
GQ10_1,12,4,QURU,c,V,18,D,,-18
GQ10_1,4,16,QURU,o,L,12,D,,-12
GQ3_2,7,16,QURU,c,V,10,D,,-10
GQ8_1,5,17,QURU,o,L,20.5,D,20,-0.5
GQ10_1,15,6,QURU,o,,,D,,0
GQ8_2,5,3,QURU,o,,,D,,0
GQ10_2,17,12,QURU,o,L,26,L,10,0
GQ3_2,11,3,QURU,o,L,32,L,18,0
GQ2_2,12,13,QURU,o,V,21,L,11,0
GQ3_1,16,9,QURU,o,L,26,L,18,0
GQ2_1,9,4,QURU,o,L,18,L,12,0
GQ8_1,6,14,QURU,c,V,34,L,28,0
GQ8_2,11,18,QURU,o,L,20,L,15.5,0
GQ3_1,9,2,QURU,c,L,29,L,25,0
GQ10_1,5,5,QURU,o,L,36,L,33,0
GQ10_2,14,6,QURU,c,L,36,L,33,0
GQ8_1,10,4,QURU,c,L,23,L,20,0
GQ8_1,6,7,QURU,c,L,28,L,25,0
GQ10_2,3,12,QURU,c,L,26,L,24,0
GQ8_2,1,11,QURU,o,L,14,L,12,0
GQ3_1,15,1,QURU,o,L,28,L,26,0
GQ3_1,10,18,QURU,o,L,34,L,32,0
GQ2_1,13,12,QURU,c,L,21.8,L,20,0
GQ8_1,3,11,QURU,o,L,30.6,L,29,0
GQ2_2,1,5,QURU,o,L,24.5,L,23,0
GQ3_2,9,14,QURU,o,L,32,L,31,0
GQ2_1,17,12,QURU,c,L,30,L,29,0
GQ10_1,9,5,QURU,o,L,23.5,L,23,0
GQ3_2,3,11,QURU,c,L,29.4,L,29,0
GQ10_1,17,7,QURU,c,L,21,L,21,0
GQ10_1,8,18,QURU,c,L,21,L,21,0
GQ10_2,12,5,QURU,o,L,31.5,L,31.5,0
GQ10_2,13,12,QURU,o,L,22,L,22,0
GQ10_2,15,3,QURU,o,L,29,L,29,0
GQ8_2,3,12,QURU,o,L,24,L,24,0
GQ8_1,13,4,QURU,o,L,17,L,17,0
GQ10_1,17,13,QURU,c,L,21,L,22,1
GQ8_2,8,16,QURU,o,L,28,L,29,1
GQ8_1,8,3,QURU,c,L,29,L,30,1
GQ8_1,11,5,QURU,o,L,13,L,14,1
GQ8_1,4,6,QURU,c,L,27,L,28,1
GQ3_1,14,3,QURU,o,L,12,L,13,1
GQ2_2,6,3,QURU,o,L,14,L,15,1
GQ2_2,5,14,QURU,c,L,31,L,32,1
GQ10_1,15,11,QURU,o,V,16,L,17,1
GQ10_2,7,5,QURU,c,L,25.2,L,27,1.8
GQ10_1,15,8,QURU,c,L,26,L,28,2
GQ10_2,13,2,QURU,o,L,27,L,29,2
GQ8_2,15,7,QURU,o,L,20,L,22,2
GQ3_2,16,4,QURU,c,L,20,L,22,2
GQ3_2,8,14,QURU,c,L,30,L,32,2
GQ2_1,14,4,QURU,o,L,29,L,31,2
GQ2_1,7,4,QURU,o,L,20,L,22,2
GQ2_1,11,10,QURU,o,L,31,L,33,2
GQ2_1,8,11,QURU,o,L,23,L,25,2
GQ2_1,10,17,QURU,o,L,21,L,23,2
GQ2_2,12,4,QURU,o,L,22,L,24,2
GQ8_1,5,14,QURU,o,V,17,L,19,2
GQ3_2,12,1,QURU,o,L,23.4,L,26,2.6
GQ10_2,8,3,QURU,o,L,17.3,L,20,2.7
GQ8_1,4,12,QURU,o,L,18.3,L,21,2.7
GQ8_1,15,4,QURU,c,L,19,L,22,3
GQ3_2,14,17,QURU,c,L,17,L,20,3
GQ2_1,15,3,QURU,c,L,14,L,17,3
GQ2_1,1,8,QURU,c,L,23,L,26,3
GQ2_1,8,17,QURU,o,L,25,L,28,3
GQ2_2,1,4,QURU,c,L,18,L,21,3
GQ3_2,11,2,QURU,o,L,22.9,L,26,3.1
GQ3_2,13,9,QURU,c,L,17.9,L,21,3.1
GQ10_1,5,17,QURU,o,L,22.5,L,26,3.5
GQ8_1,14,2,QURU,o,L,14.5,L,18,3.5
GQ3_1,11,18,QURU,c,L,29.5,L,33,3.5
GQ10_1,6,6,QURU,o,L,18,L,22,4
GQ10_1,16,7,QURU,c,L,24,L,28,4
GQ10_1,18,11,QURU,o,L,16,L,20,4
GQ10_2,2,10,QURU,c,L,22,L,26,4
GQ10_2,12,16,QURU,o,L,20,L,24,4
GQ8_2,12,2,QURU,o,L,30,L,34,4
GQ8_2,4,5,QURU,c,L,15,L,19,4
GQ8_2,3,13,QURU,c,L,19,L,23,4
GQ8_1,7,7,QURU,c,L,26,L,30,4
GQ3_2,4,4,QURU,o,L,17,L,21,4
GQ3_2,2,7,QURU,c,L,20,L,24,4
GQ3_1,14,6,QURU,o,L,16,L,20,4
GQ3_1,17,8,QURU,o,L,13,L,17,4
GQ2_1,7,1,QURU,o,L,14,L,18,4
GQ2_1,5,2,QURU,c,L,17,L,21,4
GQ8_1,7,14,QURU,c,V,19,L,23,4
GQ2_1,16,6,QURU,c,L,13.5,L,18,4.5
GQ2_1,6,14,QURU,c,L,25.5,L,30,4.5
GQ8_1,5,9,QURU,c,L,22,L,27,5
GQ2_1,11,4,QURU,c,L,11,L,16,5
GQ2_1,2,6,QURU,c,L,21,L,26,5
GQ2_1,7,7,QURU,o,L,18,L,23,5
GQ2_1,16,7,QURU,c,L,29,L,34,5
GQ10_1,8,6,QURU,c,L,19,L,25,6
GQ10_1,17,12,QURU,c,L,26,L,32,6
GQ10_2,2,16,QURU,c,L,27,L,33,6
GQ10_2,7,11,QURU,c,L,23,L,29,6
GQ10_2,9,17,QURU,c,L,26,L,32,6
GQ10_1,14,13,QURU,o,L,20.5,L,27,6.5
GQ8_1,13,13,QURU,o,L,28.5,L,35,6.5
GQ8_2,10,10,QURU,c,L,21,L,28,7
GQ8_1,5,11,QURU,o,L,17,L,24,7
GQ8_1,3,12,QURU,o,L,14,L,21,7
GQ3_1,10,3,QURU,c,L,28,L,35,7
GQ3_1,7,9,QURU,o,L,27,L,34,7
GQ10_2,14,16,QURU,c,L,20,L,28,8
GQ3_2,4,6,QURU,c,L,13,L,21,8
GQ3_1,7,3,QURU,c,L,18,L,26,8
GQ2_1,14,5,QURU,o,L,17,L,25,8
GQ2_2,9,4,QURU,c,L,26,L,34,8
GQ2_2,4,4,QURU,o,L,21,L,29,8
GQ2_2,7,15,QURU,o,L,30,L,38,8
GQ8_2,15,13,QURU,c,V,20,L,28,8
GQ10_1,16,6,QURU,o,L,23.5,L,32,8.5
GQ3_2,17,7,QURU,c,L,20.5,L,29,8.5
GQ2_1,9,15,QURU,o,L,13.5,L,22,8.5
GQ10_1,16,13,QURU,o,L,21,L,30,9
GQ10_1,5,16,QURU,c,L,14,L,23,9
GQ2_1,8,4,QURU,c,L,20,L,29,9
GQ2_1,16,16,QURU,o,L,17,L,26,9
GQ2_1,9,16,QURU,o,L,23,L,32,9
GQ2_2,11,9,QURU,c,L,12,L,21,9
GQ3_1,11,1,QURU,c,V,17,L,26,9
GQ2_1,10,14,QURU,o,V,17.8,L,27,9.2
GQ10_1,9,2,QURU,c,L,25,L,35,10
GQ10_1,16,5,QURU,c,L,17,L,27,10
GQ10_2,15,15,QURU,o,L,30,L,40,10
GQ3_1,7,13,QURU,o,L,38,L,48,10
