Plot,Row,Column,Species,CONDITION,F21Health,F21Ht,F22Health,F22Ht,GROWTH
GQ2_2,5,16,QURU,c,L,33,L,43,10
GQ2_1,8,8,QURU,o,L,21.8,L,32,10.2
GQ10_1,9,18,QURU,c,L,15.5,L,26,10.5
GQ10_1,13,10,QURU,c,L,22,L,33,11
GQ10_1,10,14,QURU,o,L,14,L,25,11
GQ8_2,12,17,QURU,o,L,22,L,33,11
GQ8_1,6,3,QURU,c,L,29,L,40,11
GQ8_1,15,6,QURU,c,L,8,L,19,11
GQ8_1,14,10,QURU,o,L,22,L,33,11
GQ3_1,16,2,QURU,c,L,21,L,32,11
GQ3_1,5,6,QURU,c,L,22,L,33,11
GQ2_1,16,14,QURU,o,L,19,L,30,11
GQ2_2,10,13,QURU,o,L,16.5,L,28,11.5
GQ2_2,7,14,QURU,o,L,35.5,L,47,11.5
GQ8_1,13,2,QURU,o,L,16,L,28,12
GQ3_1,15,3,QURU,c,L,18,L,30,12
GQ2_1,17,16,QURU,c,L,25,L,37,12
GQ8_2,10,7,QURU,o,L,22.5,L,35,12.5
GQ8_1,6,6,QURU,o,L,23.5,L,36,12.5
GQ10_1,9,13,QURU,o,L,9,L,22,13
GQ10_1,7,16,QURU,c,L,26,L,39,13
GQ8_2,6,5,QURU,o,L,16,L,29,13
GQ8_1,11,17,QURU,o,L,12,L,25,13
GQ2_1,17,11,QURU,o,L,14,L,27,13
GQ10_2,3,8,QURU,c,L,26,L,40,14
GQ3_2,11,18,QURU,o,L,20,L,34,14
GQ2_2,12,11,QURU,c,L,17,L,31,14
GQ3_2,9,11,QURU,o,L,22.8,L,37,14.2
GQ10_1,12,12,QURU,c,L,15,L,30,15
GQ10_2,17,11,QURU,c,L,17,L,32,15
GQ8_2,13,13,QURU,o,L,18,L,33,15
GQ3_1,13,7,QURU,c,L,21,L,36,15
GQ3_2,8,8,QURU,c,L,14.7,L,30,15.3
GQ8_1,5,5,QURU,c,L,27,L,43,16
GQ3_2,12,3,QURU,c,L,22,L,38,16
GQ2_2,11,4,QURU,c,L,22,L,38,16
GQ2_2,8,19,QURU,c,L,15,L,31,16
GQ10_1,5,6,QURU,c,L,23.5,L,40,16.5
GQ10_1,17,9,QURU,c,L,25,L,42,17
GQ8_2,8,12,QURU,c,L,22,L,39,17
GQ8_2,11,17,QURU,c,L,22,L,39,17
GQ3_1,16,7,QURU,c,L,19,L,36,17
GQ8_2,17,8,QURU,c,L,29.5,L,47,17.5
GQ10_2,14,14,QURU,o,L,23,L,41,18
GQ8_2,15,3,QURU,c,L,13,L,31,18
GQ3_2,5,14,QURU,o,L,18.5,L,37,18.5
GQ8_2,7,14,QURU,c,L,25,L,44,19
GQ3_1,11,11,QURU,c,L,17,L,36,19
GQ2_2,8,7,QURU,o,L,25,L,44,19
GQ2_1,18,9,QURU,c,L,15,L,35,20
GQ8_2,9,3,QURU,c,L,29,L,50,21
GQ8_1,15,14,QURU,c,L,20,L,41,21
GQ10_2,5,4,QURU,o,L,24.8,L,46,21.2
GQ2_1,6,7,QURU,c,L,18.5,L,40,21.5
GQ2_2,7,19,QURU,o,L,17.5,L,39,21.5
GQ8_1,13,10,QURU,c,L,28,L,50,22
GQ3_1,9,14,QURU,o,L,15,L,37,22
GQ2_1,14,14,QURU,c,L,22,L,44,22
GQ3_2,6,8,QURU,o,L,21,L,44,23
GQ2_1,12,16,QURU,o,L,14,L,37,23
GQ8_1,10,10,QURU,c,L,15.5,L,39,23.5
GQ3_1,9,5,QURU,o,L,20,L,44,24
GQ3_1,18,10,QURU,c,L,20,L,44,24
GQ2_1,5,7,QURU,o,L,19,L,43,24
GQ8_1,9,13,QURU,c,L,27,L,52,25
GQ3_1,6,5,QURU,c,L,19,L,44,25
GQ10_2,3,16,QURU,o,L,24.6,L,50,25.4
GQ3_2,8,2,QURU,o,L,33.2,L,59,25.8
GQ8_2,9,11,QURU,c,L,17,L,43,26
GQ8_2,15,14,QURU,c,L,15,L,41,26
GQ2_1,10,8,QURU,o,L,18.5,L,45,26.5
GQ8_1,18,10,QURU,o,L,24.4,L,51,26.6
GQ10_1,10,15,QURU,o,L,22,L,49,27
GQ8_2,14,2,QURU,o,L,36,L,63,27
GQ3_2,14,6,QURU,c,L,13,L,40,27
GQ3_2,7,2,QURU,c,L,22.9,L,50,27.1
GQ10_1,6,15,QURU,c,L,31,L,59,28
GQ8_2,15,12,QURU,o,L,24,L,52,28
GQ3_1,13,10,QURU,c,L,22,L,50,28
GQ8_2,10,14,QURU,c,L,30,L,60,30
GQ8_2,13,15,QURU,c,L,22,L,52,30
GQ3_2,2,9,QURU,c,L,29.5,L,60,30.5
GQ10_2,9,9,QURU,c,L,35,L,66,31
GQ8_2,12,7,QURU,o,L,21,L,52,31
GQ8_1,16,11,QURU,c,L,26,L,57,31
GQ2_2,10,5,QURU,o,L,31,L,62,31
GQ8_1,7,15,QURU,o,L,25.6,L,57,31.4
GQ8_2,9,2,QURU,c,L,24,L,56,32
GQ8_2,8,15,QURU,c,L,18,L,50,32
GQ2_2,4,8,QURU,c,L,30,L,62,32
GQ2_2,1,11,QURU,c,L,23,L,55,32
GQ8_2,13,5,QURU,c,L,26.5,L,59,32.5
GQ2_2,3,6,QURU,c,L,17.5,L,50,32.5
GQ2_2,4,14,QURU,c,L,7.5,L,40,32.5
GQ10_1,5,12,QURU,o,L,15,L,48,33
GQ10_2,9,4,QURU,c,L,20,L,53,33
GQ10_2,15,14,QURU,o,L,17,L,50,33
GQ2_2,8,6,QURU,c,L,24.5,L,58,33.5
GQ3_2,12,12,QURU,c,L,16.3,L,50,33.7
GQ8_1,14,6,QURU,c,L,18,L,52,34
GQ3_2,9,1,QURU,o,L,25,L,59,34
GQ3_2,9,15,QURU,c,L,5,L,39,34
GQ2_1,15,17,QURU,c,L,17,L,51,34
GQ2_2,7,13,QURU,o,L,29,L,63,34
GQ10_1,11,9,QURU,c,L,32.5,L,67,34.5
GQ8_2,14,16,QURU,c,L,27,L,62,35
GQ3_2,2,14,QURU,o,L,18,L,53,35
GQ2_2,5,4,QURU,c,L,37,L,72,35
GQ2_2,3,5,QURU,c,L,28,L,63,35
GQ10_2,12,9,QURU,o,L,56,L,92,36
GQ3_1,14,2,QURU,c,L,15,L,51,36
GQ3_1,3,8,QURU,o,L,23,L,59,36
GQ2_2,2,9,QURU,c,L,16,L,52,36
GQ10_1,7,18,QURU,c,L,30.5,L,67,36.5
GQ10_2,8,17,QURU,c,L,12.4,L,49,36.6
GQ2_2,1,9,QURU,c,L,29,L,67,38
GQ2_1,8,10,QURU,c,L,27,L,66,39
GQ10_1,17,8,QURU,o,L,24,L,64,40
GQ8_1,18,9,QURU,o,L,36,L,76,40
GQ2_2,4,10,QURU,o,L,25,L,66,41
GQ10_2,2,8,QURU,c,L,30.5,L,72,41.5
GQ3_2,12,2,QURU,o,L,30.4,L,72,41.6
GQ3_1,10,9,QURU,c,L,27,L,69,42
GQ2_2,5,19,QURU,o,L,22,L,64,42
GQ10_2,11,9,QURU,c,L,20,L,63,43
GQ3_2,9,10,QURU,o,L,22.2,L,66,43.8
GQ10_2,11,2,QURU,c,L,33,L,78,45
GQ8_1,7,4,QURU,c,L,21,L,66,45
GQ3_1,6,12,QURU,c,L,22,L,67,45
GQ2_2,2,6,QURU,o,L,26.7,L,72,45.3
GQ10_2,10,2,QURU,c,L,28,L,74,46
GQ3_1,6,6,QURU,o,L,23,L,70,47
GQ2_2,2,11,QURU,o,L,32,L,80,48
GQ2_2,9,15,QURU,o,L,32,L,80,48
GQ10_1,13,12,QURU,o,L,20.5,L,70,49.5
GQ3_2,15,4,QURU,o,L,25,L,75,50
GQ2_2,6,9,QURU,o,L,22.5,L,73,50.5
GQ10_2,6,2,QURU,o,L,24,L,77,53
GQ2_1,7,17,QURU,c,L,33,L,86,53
GQ3_2,5,2,QURU,c,L,18.5,L,72,53.5
GQ8_1,15,13,QURU,o,L,25.4,L,80,54.6
GQ10_2,11,15,QURU,o,L,26,L,83,57
GQ2_2,3,9,QURU,c,L,26,L,83,57
GQ10_2,9,13,QURU,o,L,28,L,86,58
GQ10_2,16,6,QURU,c,L,18,L,77,59
GQ8_2,15,5,QURU,o,L,36,L,96,60
GQ8_2,11,3,QURU,c,L,23,L,84,61
GQ2_2,8,11,QURU,o,L,28,L,91,63
GQ10_2,10,4,QURU,c,L,49,L,114,65
GQ2_2,16,8,QURU,o,L,21,L,88,67
GQ2_2,14,11,QURU,c,L,31,L,98,67
GQ3_1,13,9,QURU,o,L,30,L,102,72
GQ10_2,13,4,QURU,o,L,39.5,L,115,75.5
GQ3_1,7,12,QURU,o,L,16,L,96,80
GQ3_1,15,13,QURU,o,L,16,MIA,,-16
GQ3_2,14,4,QURU,o,L,14.5,MIA,,-14.5
GQ10_2,13,10,QURU,o,V,14,MIA,,-14
GQ3_2,18,12,QURU,o,V,23.4,V,10,0
GQ3_1,18,9,QURU,o,L,21,V,16,0
GQ3_1,4,15,QURU,c,L,21,V,19,0
GQ3_2,4,9,QURU,o,L,24,V,23,0
GQ3_1,18,11,QURU,c,L,20,V,19,0
GQ3_1,17,6,QURU,o,V,21,V,20,0
GQ10_1,18,7,QURU,o,L,18,V,18,0
GQ3_2,17,8,QURU,o,L,17,V,17,0
GQ8_1,8,7,QURU,o,L,22,V,24,2
GQ3_2,14,5,QURU,c,L,18,V,20,2
GQ3_1,8,18,QURU,c,L,15,V,17,2
GQ2_1,6,1,QURU,c,L,24,V,26,2
GQ3_2,16,13,QURU,c,L,22.5,V,25,2.5
GQ8_2,9,1,QURU,o,L,17,V,21,4
GQ3_1,2,10,QURU,o,L,12,V,17,5
GQ3_1,12,18,QURU,c,L,41,V,47,6
GQ3_2,17,6,PRSE,o,L,48.5,D,,-48.5
GQ3_2,3,7,PRSE,o,V,30,D,,-30
GQ2_1,2,15,PRSE,o,L,12,D,,-12
GQ10_2,4,6,PRSE,o,,,D,,0
GQ10_2,14,9,PRSE,o,L,85,L,36,0
GQ8_2,15,4,PRSE,c,L,81,L,33,0
GQ10_1,11,1,PRSE,o,L,52,L,19,0
GQ10_2,16,15,PRSE,c,L,84,L,63,0
GQ3_1,13,5,PRSE,c,L,46,L,26,0
GQ2_1,17,6,PRSE,c,L,33.5,L,20,0
GQ3_1,11,15,PRSE,o,L,58,L,49,0
GQ3_2,14,12,PRSE,o,L,54.8,L,46,0
GQ10_2,10,17,PRSE,o,L,73,L,67,0
GQ10_2,11,14,PRSE,o,L,73,L,67,0
GQ3_1,14,14,PRSE,o,L,37,L,31,0
GQ3_1,3,15,PRSE,o,L,39,L,34,0
GQ2_2,4,6,PRSE,c,L,53,L,48,0
GQ10_2,2,6,PRSE,c,V,33,L,28,0
GQ3_1,16,6,PRSE,c,L,27,L,24,0
GQ2_1,5,13,PRSE,o,L,20.2,L,18,0
GQ3_2,5,8,PRSE,c,D,46,L,44,0
GQ2_1,6,15,PRSE,c,L,31.5,L,30,0
GQ3_1,17,2,PRSE,o,L,33,L,32,0
GQ3_1,9,6,PRSE,c,L,55,L,54,0
GQ2_1,5,12,PRSE,o,L,12,L,12,0
GQ3_2,14,16,PRSE,o,V,28,L,28,0
GQ8_1,2,11,PRSE,c,L,33,L,34,1
GQ8_2,10,15,PRSE,c,V,36,L,37,1
GQ3_1,9,16,PRSE,c,L,64,L,66,2
GQ2_1,12,2,PRSE,c,V,19,L,21,2
GQ2_1,13,4,PRSE,o,L,25,L,28,3
GQ2_1,16,5,PRSE,o,L,31,L,34,3
GQ3_2,6,13,PRSE,o,L,38.5,L,42,3.5
GQ2_1,11,1,PRSE,o,V,24.5,L,28,3.5
GQ2_2,6,11,PRSE,o,L,44,L,48,4
GQ2_2,3,18,PRSE,o,L,26,L,30,4
GQ3_2,16,7,PRSE,o,L,50.5,L,55,4.5
GQ2_1,14,7,PRSE,o,L,23.5,L,28,4.5
GQ8_1,3,14,PRSE,o,L,21.4,L,26,4.6
GQ2_1,4,3,PRSE,o,L,14,L,19,5
GQ3_1,14,16,PRSE,c,V,42,L,47,5
GQ8_2,2,6,PRSE,c,L,24.5,L,30,5.5
GQ3_1,16,4,PRSE,c,L,52,L,58,6
GQ3_1,7,14,PRSE,c,L,52,L,58,6
GQ2_1,12,3,PRSE,o,L,29,L,35,6
GQ3_2,16,11,PRSE,c,L,43.8,L,50,6.2
GQ3_1,17,1,PRSE,o,L,34.5,L,41,6.5
GQ10_1,10,16,PRSE,o,L,64,L,71,7
GQ2_1,10,4,PRSE,c,L,24,L,31,7
GQ3_2,6,17,PRSE,c,L,48,L,56,8
GQ3_1,12,5,PRSE,c,L,40,L,48,8
GQ3_1,11,13,PRSE,o,L,44,L,52,8
GQ3_1,10,15,PRSE,o,L,28,L,36,8
GQ3_2,12,15,PRSE,o,L,28,L,37,9
GQ2_1,3,8,PRSE,o,L,24,L,33,9
GQ8_2,7,17,PRSE,c,L,32,L,42,10
GQ3_1,5,5,PRSE,o,L,41,L,51,10
GQ3_1,8,12,PRSE,o,L,73,L,83,10
GQ2_1,7,3,PRSE,o,L,12,L,22,10
GQ2_1,2,13,PRSE,o,L,25,L,35,10
GQ2_2,3,3,PRSE,c,L,54,L,64,10
GQ2_2,10,18,PRSE,c,L,44.5,L,55,10.5
GQ3_2,11,17,PRSE,c,L,50,L,61,11
GQ3_1,7,6,PRSE,o,L,48,L,59,11
GQ3_1,1,11,PRSE,o,L,38,L,49,11
GQ2_1,10,3,PRSE,c,L,16,L,27,11
GQ2_1,7,5,PRSE,c,L,20,L,31,11
GQ8_1,14,9,PRSE,o,L,34.8,L,46,11.2
GQ2_1,3,7,PRSE,c,L,27.5,L,39,11.5
GQ2_1,14,8,PRSE,o,L,35.5,L,47,11.5
GQ8_1,5,7,PRSE,o,L,34,L,46,12
GQ8_1,13,7,PRSE,o,L,36,L,48,12
GQ2_1,14,10,PRSE,c,L,22,L,34,12
GQ2_2,4,17,PRSE,o,L,34,L,47,13
GQ3_1,4,14,PRSE,o,L,38.5,L,52,13.5
GQ10_2,13,14,PRSE,c,L,54,L,68,14
GQ8_2,1,9,PRSE,c,L,35,L,49,14
GQ8_1,12,3,PRSE,c,L,35,L,50,15
GQ3_2,10,2,PRSE,c,L,47,L,62,15
GQ8_1,3,7,PRSE,o,L,22,L,38,16
GQ3_1,12,3,PRSE,o,L,48,L,64,16
GQ2_2,4,5,PRSE,o,L,45,L,61,16
GQ2_1,9,18,PRSE,c,V,16,L,32,16
GQ10_1,18,12,PRSE,c,L,48,L,66,18
GQ2_2,4,18,PRSE,o,L,36,L,54,18
GQ8_1,10,18,PRSE,c,L,35.6,L,54,18.4
GQ3_2,12,8,PRSE,o,L,55.3,L,74,18.7
GQ10_2,15,6,PRSE,c,L,75,L,94,19
GQ8_1,10,2,PRSE,c,L,29,L,48,19
GQ3_1,9,7,PRSE,o,L,45,L,64,19
GQ2_2,2,10,PRSE,o,L,89,L,108,19
GQ3_2,10,16,PRSE,o,L,49.5,L,69,19.5
GQ3_2,6,6,PRSE,c,L,30,L,51,21
GQ3_1,7,11,PRSE,o,L,37,L,58,21
GQ2_1,9,9,PRSE,c,L,29,L,50,21
GQ8_1,11,15,PRSE,c,V,26,L,47,21
GQ10_1,12,10,PRSE,o,L,68,L,90,22
GQ8_2,11,10,PRSE,o,L,67,L,89,22
GQ8_1,13,3,PRSE,c,L,30,L,52,22
GQ8_1,12,6,PRSE,c,L,27,L,49,22
GQ8_1,9,15,PRSE,c,L,45,L,67,22
GQ3_2,2,6,PRSE,c,L,30,L,52,22
GQ8_1,18,8,PRSE,o,L,33,L,56,23
GQ3_1,7,4,PRSE,c,L,26,L,49,23
GQ10_2,12,1,PRSE,o,L,60.6,L,84,23.4
GQ8_2,6,15,PRSE,o,L,19,L,42.5,23.5
GQ3_2,7,12,PRSE,c,L,31.5,L,55,23.5
GQ10_1,3,7,PRSE,c,L,41,L,65,24
GQ10_2,12,3,PRSE,o,L,94,L,118,24
GQ8_2,3,7,PRSE,o,L,22,L,46,24
GQ8_2,4,8,PRSE,o,L,41,L,65,24
GQ8_1,14,8,PRSE,o,L,43,L,67,24
GQ3_2,8,5,PRSE,c,L,28,L,52,24
GQ3_1,16,8,PRSE,o,L,43,L,67,24
GQ8_1,14,3,PRSE,c,V,19,L,43,24
GQ2_1,15,14,PRSE,o,L,33.6,L,58,24.4
GQ8_2,5,17,PRSE,c,L,68,L,93,25
GQ10_2,3,5,PRSE,o,L,114,L,140,26
GQ3_1,14,7,PRSE,o,L,32,L,58,26
GQ3_1,14,9,PRSE,c,L,38,L,64,26
GQ2_1,10,15,PRSE,o,L,30.2,L,57,26.8
GQ3_2,7,5,PRSE,o,L,30,L,57,27
GQ3_2,8,7,PRSE,o,L,68,L,95,27
GQ3_2,9,9,PRSE,o,L,63,L,90,27
GQ3_1,9,11,PRSE,c,L,55,L,82,27
GQ2_2,15,10,PRSE,c,L,46,L,74,28
GQ2_2,7,12,PRSE,c,L,50,L,78,28
GQ8_1,6,9,PRSE,o,L,50.4,L,79,28.6
GQ3_1,12,7,PRSE,c,L,31,L,60,29
GQ2_2,2,16,PRSE,c,L,17,L,46,29
GQ8_2,7,1,PRSE,o,L,49.5,L,79,29.5
GQ8_2,8,1,PRSE,c,L,37,L,67,30
GQ8_1,6,13,PRSE,c,L,20,L,50,30
GQ3_2,6,7,PRSE,c,L,48,L,78,30
GQ2_2,14,16,PRSE,c,L,45,L,75,30
GQ3_2,4,10,PRSE,c,L,51.6,L,82,30.4
GQ3_2,4,15,PRSE,c,L,45,L,76,31
GQ3_1,12,4,PRSE,c,L,41,L,72,31
GQ2_1,8,16,PRSE,o,L,14,L,45,31
GQ3_1,9,3,PRSE,c,L,46,L,78,32
GQ2_2,3,15,PRSE,o,L,56,L,88,32
GQ2_2,9,7,PRSE,o,L,48,L,81,33
GQ2_2,8,12,PRSE,o,L,38,L,71,33
GQ3_2,8,16,PRSE,o,L,45.6,L,79,33.4
GQ8_1,16,9,PRSE,o,L,38.5,L,72,33.5
GQ3_1,15,9,PRSE,c,L,41,L,75,34
GQ3_1,3,12,PRSE,c,L,61,L,95,34
GQ10_1,5,2,PRSE,c,L,40,L,75,35
GQ8_1,4,4,PRSE,c,L,62,L,97,35
GQ3_2,6,5,PRSE,c,L,20,L,55,35
GQ3_2,13,8,PRSE,c,L,59,L,94,35
GQ10_2,9,3,PRSE,o,L,126,L,162,36
GQ10_2,18,7,PRSE,c,L,105,L,142,37
GQ2_1,8,13,PRSE,o,L,30,L,67,37
GQ10_1,15,16,PRSE,o,L,61,L,99,38
GQ10_2,11,10,PRSE,c,L,67.7,L,106,38.3
GQ8_1,16,15,PRSE,o,L,48.7,L,87,38.3
GQ8_2,2,12,PRSE,o,L,27,L,66,39
GQ10_2,10,9,PRSE,c,L,140.5,L,180,39.5
GQ8_1,16,12,PRSE,o,L,41.5,L,81,39.5
GQ10_2,3,6,PRSE,c,L,78,L,118,40
GQ10_2,15,8,PRSE,c,L,62,L,102,40
GQ8_2,5,14,PRSE,c,L,52,L,92,40
GQ2_1,5,10,PRSE,c,L,25,L,65,40
GQ2_2,8,13,PRSE,o,L,65,L,105,40
GQ10_1,10,2,PRSE,o,L,75.5,L,116,40.5
GQ10_1,3,15,PRSE,c,L,35.5,L,76,40.5
GQ2_1,17,14,PRSE,o,L,25.5,L,66,40.5
GQ10_1,2,6,PRSE,c,L,59,L,100,41
GQ10_1,7,10,PRSE,c,L,59,L,100,41
GQ8_2,16,4,PRSE,o,L,37,L,78,41
GQ8_1,17,8,PRSE,o,L,73,L,114,41
GQ2_2,2,12,PRSE,o,L,18.4,L,60,41.6
GQ10_1,10,8,PRSE,o,L,39,L,81,42
GQ10_2,6,4,PRSE,c,L,53,L,95,42
GQ8_1,4,5,PRSE,o,L,29,L,71,42
GQ2_2,8,17,PRSE,c,L,56,L,98,42
GQ3_2,4,5,PRSE,c,L,22,L,66,44
GQ2_1,14,12,PRSE,c,L,49,L,93,44
GQ8_2,15,15,PRSE,c,L,120,L,164.5,44.5
GQ8_1,7,13,PRSE,c,L,26.2,L,71,44.8
GQ10_1,13,11,PRSE,o,L,55,L,100,45
GQ10_1,8,12,PRSE,o,L,104,L,149,45
GQ8_1,12,4,PRSE,c,L,31,L,76,45
GQ3_2,11,8,PRSE,c,L,26.5,L,72,45.5
GQ10_1,15,15,PRSE,o,L,50.5,L,97,46.5
GQ8_1,12,18,PRSE,o,L,33.5,L,80,46.5
GQ10_2,6,6,PRSE,c,L,117,L,164,47
GQ10_2,13,5,PRSE,c,L,88,L,135,47
GQ3_1,8,3,PRSE,c,L,49,L,96,47
GQ2_2,4,12,PRSE,o,L,56,L,103,47
GQ3_2,7,8,PRSE,c,L,52,L,100,48
GQ2_2,9,16,PRSE,c,L,48,L,96,48
GQ10_1,17,10,PRSE,c,L,69,L,118,49
GQ2_1,4,11,PRSE,c,L,26,L,75,49
GQ10_1,9,12,PRSE,o,L,38.5,L,88,49.5
GQ3_2,5,3,PRSE,o,L,26,L,76,50
GQ2_1,6,8,PRSE,c,L,21.5,L,72,50.5
GQ10_2,4,4,PRSE,o,L,118.1,L,169,50.9
GQ10_2,4,3,PRSE,o,L,76,L,127,51
GQ10_1,4,14,PRSE,o,L,68,L,119.5,51.5
GQ2_2,5,13,PRSE,o,L,58,L,110,52
GQ8_1,16,13,PRSE,c,L,44,L,97,53
GQ8_1,11,18,PRSE,o,L,35,L,88,53
GQ2_1,12,9,PRSE,c,L,39,L,92,53
GQ2_2,8,9,PRSE,o,L,39,L,92,53
GQ8_2,8,7,PRSE,c,L,50.9,L,104,53.1
GQ8_2,10,11,PRSE,c,L,91,L,145,54
GQ2_2,2,7,PRSE,o,L,44.5,L,99,54.5
GQ2_1,11,15,PRSE,c,L,35,L,90,55
GQ2_1,14,17,PRSE,c,L,34,L,89,55
GQ10_1,11,4,PRSE,c,L,54,L,110,56
GQ10_1,11,8,PRSE,c,L,63,L,119,56
GQ10_2,5,7,PRSE,c,L,118,L,174,56
GQ10_1,3,13,PRSE,c,L,59.5,L,116,56.5
GQ2_2,3,8,PRSE,c,L,51.5,L,108,56.5
GQ10_1,14,8,PRSE,c,L,55.5,L,113,57.5
GQ8_2,17,9,PRSE,o,L,105.5,L,163,57.5
GQ10_2,10,12,PRSE,o,L,69,L,127,58
GQ8_1,13,8,PRSE,o,L,65.5,L,124,58.5
GQ10_2,9,8,PRSE,o,L,71,L,130,59
GQ10_1,7,14,PRSE,o,L,65,L,125,60
GQ8_1,14,12,PRSE,c,L,32,L,92,60
GQ10_1,16,12,PRSE,o,L,71.5,L,132,60.5
GQ10_2,2,14,PRSE,o,L,77,L,138,61
GQ10_2,4,8,PRSE,o,L,68.8,L,130,61.2
GQ10_2,5,10,PRSE,o,L,86.5,L,148,61.5
GQ10_1,8,10,PRSE,o,L,60,L,122,62
GQ10_2,14,4,PRSE,o,L,62,L,124,62
GQ8_1,12,9,PRSE,c,L,42,L,104,62
GQ8_1,6,12,PRSE,o,L,57.6,L,120,62.4
GQ10_1,11,15,PRSE,c,L,72,L,135,63
GQ8_2,14,4,PRSE,c,L,55,L,118,63
GQ10_1,17,11,PRSE,o,L,58,L,122,64
GQ8_2,8,13,PRSE,c,L,70,L,134,64
GQ8_2,14,5,PRSE,c,L,66.7,L,131,64.3
GQ2_2,10,3,PRSE,c,L,70,L,136,66
GQ10_2,3,11,PRSE,c,L,97,L,164,67
GQ8_1,9,14,PRSE,c,L,35,L,102,67
GQ8_2,14,6,PRSE,o,L,66,L,134,68
GQ2_2,4,11,PRSE,c,L,29.2,L,98,68.8
GQ10_1,14,15,PRSE,o,L,66,L,135,69
GQ2_2,13,13,PRSE,o,L,45.4,L,115,69.6
GQ10_1,13,5,PRSE,o,L,54,L,124,70
GQ10_1,7,6,PRSE,o,L,102,L,172,70
GQ8_2,15,16,PRSE,o,L,100,L,173,73
GQ10_2,15,11,PRSE,c,L,82,L,156,74
GQ10_1,13,16,PRSE,c,L,65,L,141,76
