Plot,Row,Column,Species,CONDITION,F21Health,F21Ht,F22Health,F22Ht,GROWTH
GQ2_2,6,18,CACO,o,L,24,L,33,9
GQ8_2,18,6,CACO,o,L,22,L,32,10
GQ3_2,6,3,CACO,o,L,17,L,27,10
GQ3_2,13,14,CACO,o,L,21,L,31,10
GQ3_1,1,7,CACO,c,L,19,L,29,10
GQ3_1,7,15,CACO,o,L,24,L,34,10
GQ2_1,15,9,CACO,c,L,11,L,21,10
GQ2_2,5,18,CACO,o,L,20,L,30,10
GQ10_2,9,14,CACO,o,L,19.3,L,30,10.7
GQ10_1,8,5,CACO,c,L,24,L,35,11
GQ8_2,6,3,CACO,c,L,19,L,30,11
GQ3_2,15,3,CACO,o,L,19,L,30,11
GQ3_2,15,6,CACO,c,L,22,L,33,11
GQ3_2,11,15,CACO,c,L,28,L,39,11
GQ10_2,2,13,CACO,o,L,11.7,L,23,11.3
GQ8_1,14,17,CACO,o,L,11.5,L,23,11.5
GQ10_2,8,16,CACO,o,L,19,L,31,12
GQ3_2,11,12,CACO,c,L,7,L,19,12
GQ2_2,9,2,CACO,o,L,26,L,38,12
GQ2_2,4,9,CACO,o,L,16,L,28,12
GQ10_1,12,1,CACO,c,L,17.8,L,30,12.2
GQ10_1,10,18,CACO,c,L,14,L,27,13
GQ8_2,6,17,CACO,c,L,10,L,23,13
GQ2_1,16,10,CACO,c,L,17,L,30,13
GQ2_1,18,11,CACO,o,L,7,L,20,13
GQ2_1,15,7,CACO,c,L,24.5,L,38,13.5
GQ8_1,13,6,CACO,o,L,14,L,28,14
GQ8_1,17,10,CACO,o,L,24,L,38,14
GQ3_2,10,18,CACO,o,L,22,L,36,14
GQ3_1,11,3,CACO,c,L,23,L,37,14
GQ3_1,14,13,CACO,o,L,23,L,37,14
GQ2_2,1,12,CACO,o,L,23,L,37,14
GQ2_2,6,14,CACO,o,L,20,L,34,14
GQ10_2,10,15,CACO,o,L,15.5,L,30,14.5
GQ8_2,5,5,CACO,c,V,16.5,L,31,14.5
GQ10_2,17,10,CACO,c,L,14,L,29,15
GQ2_1,11,17,CACO,o,L,16,L,31,15
GQ8_1,10,16,CACO,o,L,11.5,L,27,15.5
GQ8_1,7,2,CACO,c,L,24,L,40,16
GQ10_2,5,12,CACO,c,L,19.8,L,36,16.2
GQ10_2,7,2,CACO,o,L,25,L,42,17
GQ10_2,9,18,CACO,c,L,12,L,29,17
GQ8_2,6,7,CACO,c,L,23,L,40,17
GQ8_2,9,12,CACO,c,L,18,L,35,17
GQ3_2,3,6,CACO,o,L,23,L,40,17
GQ8_1,16,6,CACO,c,L,14,L,32,18
GQ8_1,10,11,CACO,c,L,14,L,32,18
GQ3_2,5,17,CACO,c,L,20,L,38,18
GQ3_1,17,7,CACO,c,L,14,L,32,18
GQ2_2,8,3,CACO,c,L,24,L,42,18
GQ8_1,8,14,CACO,c,L,17.2,L,36,18.8
GQ10_1,13,9,CACO,o,L,13,L,32,19
GQ10_1,18,10,CACO,o,L,11,L,30,19
GQ8_2,9,16,CACO,c,L,22,L,41,19
GQ8_2,9,17,CACO,c,L,13,L,32,19
GQ3_1,15,8,CACO,c,L,23,L,42,19
GQ2_2,7,7,CACO,c,L,18,L,37,19
GQ10_1,15,10,CACO,c,V,15,L,34,19
GQ10_1,12,9,CACO,o,L,16,L,36,20
GQ3_2,10,6,CACO,o,L,20,L,40,20
GQ3_1,8,11,CACO,c,L,15,L,35,20
GQ2_2,18,9,CACO,c,L,18,L,38,20
GQ8_2,3,5,CACO,o,L,25,L,46,21
GQ8_2,6,12,CACO,o,L,24,L,45,21
GQ2_1,12,6,CACO,c,L,20,L,41,21
GQ10_2,5,17,CACO,o,L,18,L,40,22
GQ8_2,4,6,CACO,o,L,13,L,35,22
GQ8_2,7,12,CACO,o,L,24,L,46,22
GQ2_2,10,10,CACO,c,L,18,L,40,22
GQ10_1,7,1,CACO,o,L,24,L,47,23
GQ10_1,14,11,CACO,o,L,17,L,40,23
GQ10_1,2,13,CACO,c,L,19,L,42,23
GQ3_2,6,14,CACO,o,L,29,L,52,23
GQ2_2,3,11,CACO,o,L,11,L,34,23
GQ3_1,6,7,CACO,c,V,17,L,40,23
GQ10_2,10,1,CACO,o,L,21.9,L,45,23.1
GQ2_2,14,2,CACO,o,L,12,L,36,24
GQ2_2,12,7,CACO,c,L,24,L,48,24
GQ2_2,1,14,CACO,o,L,18,L,42,24
GQ2_2,7,3,CACO,c,L,17.5,L,42,24.5
GQ10_2,4,11,CACO,o,L,28.4,L,53,24.6
GQ2_2,10,17,CACO,c,L,17.3,L,42,24.7
GQ8_1,7,1,CACO,c,L,25,L,50,25
GQ3_1,9,13,CACO,c,L,15,L,40,25
GQ10_1,11,16,CACO,o,L,25.5,L,51,25.5
GQ10_2,11,17,CACO,c,L,18,L,44,26
GQ10_2,12,15,CACO,c,L,22,L,48,26
GQ8_1,11,9,CACO,c,L,36,L,62,26
GQ8_2,12,10,CACO,c,L,26,L,53,27
GQ8_2,13,12,CACO,o,L,21,L,48,27
GQ2_2,5,12,CACO,o,L,35,L,62,27
GQ2_2,4,13,CACO,o,L,23,L,50,27
GQ10_2,6,5,CACO,o,L,35,L,63,28
GQ8_2,12,18,CACO,c,L,16,L,44,28
GQ10_2,7,12,CACO,o,L,17.5,L,46,28.5
GQ10_1,15,9,CACO,c,L,14,L,43,29
GQ8_2,7,11,CACO,o,L,38,L,67,29
GQ8_1,11,3,CACO,c,L,26,L,55,29
GQ3_1,8,2,CACO,o,L,24,L,53,29
GQ3_2,6,15,CACO,c,L,30.5,L,60,29.5
GQ10_2,2,5,CACO,o,L,29,L,59,30
GQ3_1,2,6,CACO,o,L,21,L,51,30
GQ10_2,3,13,CACO,c,L,17.4,L,48,30.6
GQ8_2,14,11,CACO,o,L,31,L,62,31
GQ2_2,13,17,CACO,o,L,34,L,65,31
GQ8_2,9,15,CACO,c,L,19,L,51,32
GQ8_1,9,5,CACO,o,L,20,L,52.5,32.5
GQ3_2,4,12,CACO,o,L,23.4,L,56,32.6
GQ8_2,7,9,CACO,o,L,21.5,L,55,33.5
GQ8_2,16,14,CACO,c,L,22,L,56,34
GQ3_2,8,6,CACO,c,L,43,L,77,34
GQ10_2,14,7,CACO,o,L,19,L,54,35
GQ2_2,5,11,CACO,c,L,19,L,54,35
GQ3_2,3,14,CACO,o,L,8,L,44.5,36.5
GQ10_1,15,12,CACO,c,L,24,L,61,37
GQ3_1,9,9,CACO,c,L,27,L,64,37
GQ3_2,9,12,CACO,c,L,38.8,L,76,37.2
GQ10_2,3,9,CACO,c,L,32,L,70,38
GQ8_2,7,13,CACO,o,L,29,L,67,38
GQ8_1,11,16,CACO,o,L,12,L,50,38
GQ3_2,3,13,CACO,c,L,21.3,L,60,38.7
GQ10_2,6,14,CACO,o,L,36,L,75,39
GQ3_1,1,8,CACO,o,L,22,L,61,39
GQ10_2,4,9,CACO,o,L,33.7,L,73,39.3
GQ3_1,5,11,CACO,c,L,32,L,72,40
GQ8_1,8,9,CACO,c,L,22,L,63,41
GQ3_2,9,6,CACO,o,L,26,L,67,41
GQ10_1,16,10,CACO,o,L,22,L,64,42
GQ2_2,5,17,CACO,o,L,19,L,61,42
GQ2_2,11,2,CACO,o,L,22,L,65,43
GQ10_1,9,6,CACO,c,L,22,L,66,44
GQ10_1,13,17,CACO,c,L,18,L,62,44
GQ10_2,1,8,CACO,c,L,33,L,77,44
GQ10_2,18,9,CACO,o,L,22,L,66,44
GQ8_1,12,5,CACO,c,L,26,L,70,44
GQ8_1,9,7,CACO,c,L,27,L,71,44
GQ2_2,11,10,CACO,c,L,23,L,67,44
GQ10_2,12,2,CACO,o,L,25,L,70,45
GQ8_2,13,4,CACO,c,L,27,L,72,45
GQ8_1,12,10,CACO,o,L,26.5,L,72,45.5
GQ10_2,8,2,CACO,o,L,33,L,79,46
GQ10_1,8,17,CACO,o,L,14,L,63,49
GQ8_2,16,9,CACO,c,L,33,L,82.5,49.5
GQ8_2,11,4,CACO,c,L,51,L,103,52
GQ3_1,6,9,CACO,o,L,36,L,88,52
GQ2_2,9,8,CACO,o,L,25,L,78,53
GQ10_1,5,7,CACO,c,L,18,L,72,54
GQ10_2,11,3,CACO,c,L,25,L,79,54
GQ3_2,6,2,CACO,c,L,29,L,83,54
GQ10_1,4,15,CACO,o,L,19,L,75,56
GQ8_1,14,11,CACO,o,L,33,L,89,56
GQ3_1,10,11,CACO,c,L,20,L,76,56
GQ2_2,15,7,CACO,c,L,24,L,80,56
GQ8_2,12,4,CACO,c,L,28,L,88,60
GQ8_1,8,5,CACO,c,L,28,L,88,60
GQ8_2,16,6,CACO,c,L,35.5,L,99,63.5
GQ10_1,11,6,CACO,o,L,22.5,L,87,64.5
GQ10_1,8,16,CACO,o,L,25.5,L,90,64.5
GQ3_2,7,4,CACO,o,L,31,L,100,69
GQ10_2,5,6,CACO,o,L,54,L,124,70
GQ10_2,5,8,CACO,c,L,23,L,94,71
GQ10_1,5,3,CACO,c,L,24,L,98,74
GQ10_1,6,4,CACO,o,L,38,L,118,80
GQ3_1,12,9,CACO,o,L,18,L,148,130
GQ8_2,18,12,CACO,o,V,12,MIA,,-12
GQ3_1,9,8,CACO,o,,,MIA,,0
GQ2_1,5,5,CACO,c,L,20,V,8,0
GQ2_1,11,6,CACO,o,L,21,V,11,0
GQ3_1,8,14,CACO,o,L,14,V,6,0
GQ10_2,7,4,CACO,c,L,14,V,11,0
GQ3_1,11,17,CACO,c,L,22,V,19,0
GQ3_1,9,18,CACO,o,L,15,V,13.5,0
GQ8_1,15,9,CACO,c,L,26,V,27,1
GQ2_2,10,19,CACO,c,L,17,V,18,1
GQ8_2,5,4,CACO,o,V,12,V,13,1
GQ10_1,5,15,CACO,o,L,23,V,26,3
GQ3_2,14,14,CACO,c,L,20,V,23,3
GQ8_1,12,16,CACO,o,L,11.8,V,15,3.2
GQ8_2,3,8,CACO,o,L,23,V,27,4
GQ3_1,10,17,CACO,c,L,19,V,23,4
GQ2_1,5,3,CACO,c,L,5,V,9,4
GQ2_2,7,18,CACO,o,L,21,V,25,4
GQ10_1,8,1,CACO,c,L,16,V,22,6
GQ3_2,15,16,CACO,o,L,25,V,32,7
GQ3_1,15,11,CACO,c,L,13,V,25,12
GQ2_2,11,17,BELE,o,L,63,D,,-63
GQ2_2,6,16,BELE,o,V,31,D,,-31
GQ10_1,2,10,BELE,c,V,28,D,,-28
GQ3_2,7,1,BELE,c,V,28,D,,-28
GQ2_2,6,7,BELE,o,L,26.5,D,,-26.5
GQ2_2,11,7,BELE,c,L,26,D,,-26
GQ8_1,1,12,BELE,c,V,26,D,,-26
GQ10_2,5,13,BELE,c,V,24.5,D,,-24.5
GQ2_1,18,12,BELE,c,L,24,D,,-24
GQ8_1,10,13,BELE,c,V,24,D,,-24
GQ2_2,2,14,BELE,o,L,42.5,D,20,-22.5
GQ3_1,12,11,BELE,c,V,18,D,,-18
GQ2_1,16,11,BELE,c,V,18,D,,-18
GQ2_1,13,15,BELE,c,L,17,D,,-17
GQ2_1,9,11,BELE,o,V,15,D,,-15
GQ3_1,5,8,BELE,o,V,10,D,,-10
GQ2_1,16,8,BELE,o,L,6.5,D,,-6.5
GQ2_1,13,16,BELE,c,L,1,D,,-1
GQ10_2,1,6,BELE,c,,,D,,0
GQ3_2,4,3,BELE,o,,,D,,0
GQ3_2,5,7,BELE,o,,,D,,0
GQ10_1,13,13,BELE,o,L,47,L,13,0
GQ2_1,15,6,BELE,c,L,65.4,L,44,0
GQ3_1,15,14,BELE,o,L,48,L,32,0
GQ8_1,3,15,BELE,c,V,32,L,16,0
GQ10_2,7,15,BELE,c,L,45,L,33,0
GQ8_2,5,2,BELE,o,L,36,L,31,0
GQ3_2,10,5,BELE,c,L,71,L,70,0
GQ2_1,1,13,BELE,o,L,29.7,L,30,0.3
GQ2_1,16,4,BELE,c,L,23,L,24,1
GQ3_1,12,17,BELE,o,L,51,L,53,2
GQ3_2,14,11,BELE,o,L,32,L,35,3
GQ2_1,16,15,BELE,o,L,21,L,25,4
GQ3_1,13,15,BELE,o,L,34.5,L,39,4.5
GQ3_2,11,4,BELE,o,L,62,L,68,6
GQ3_1,17,10,BELE,c,L,38,L,44,6
GQ3_1,15,12,BELE,c,L,55,L,61,6
GQ3_1,12,13,BELE,c,L,84,L,90,6
GQ2_1,9,1,BELE,o,L,22.5,L,29,6.5
GQ3_1,15,2,BELE,c,L,20,L,27,7
GQ2_1,1,14,BELE,c,L,42.5,L,50,7.5
GQ10_2,11,13,BELE,o,L,74,L,82,8
GQ3_2,16,14,BELE,o,L,39,L,47,8
GQ3_2,15,14,BELE,o,L,33,L,41,8
GQ3_1,13,16,BELE,c,L,46,L,54,8
GQ3_2,17,12,BELE,c,L,40.6,L,50,9.4
GQ10_2,12,8,BELE,o,L,36,L,46,10
GQ3_1,12,16,BELE,c,L,37,L,47,10
GQ3_1,10,16,BELE,c,L,35,L,45,10
GQ2_2,7,1,BELE,o,L,37.4,L,48,10.6
GQ8_1,1,10,BELE,o,V,35,L,46,11
GQ2_2,2,4,BELE,c,L,53,L,65,12
GQ3_2,14,15,BELE,o,L,44,L,57,13
GQ10_2,12,18,BELE,c,L,54.5,L,68,13.5
GQ8_2,13,3,BELE,o,L,55.5,L,69,13.5
GQ8_1,12,7,BELE,o,L,28,L,42,14
GQ8_1,4,15,BELE,c,L,16,L,30,14
GQ8_1,4,16,BELE,o,L,58,L,72,14
GQ8_1,1,7,BELE,o,L,49,L,64,15
GQ3_2,13,15,BELE,o,L,27,L,42,15
GQ8_1,7,16,BELE,c,L,75.4,L,92,16.6
GQ8_2,11,16,BELE,c,L,69,L,86,17
GQ2_1,11,18,BELE,c,L,72,L,89,17
GQ3_2,6,16,BELE,o,L,31,L,50,19
GQ3_2,13,10,BELE,c,L,67.5,L,87,19.5
GQ2_2,2,15,BELE,c,L,48.4,L,68,19.6
GQ10_2,6,17,BELE,c,L,76,L,96,20
GQ3_2,8,18,BELE,c,L,68,L,88,20
GQ3_1,13,3,BELE,c,L,24,L,44,20
GQ3_1,4,16,BELE,o,L,41,L,61,20
GQ3_2,14,2,BELE,o,L,55.5,L,76,20.5
GQ10_1,16,9,BELE,c,L,53,L,74,21
GQ2_2,16,9,BELE,c,L,52,L,74,22
GQ3_2,7,18,BELE,o,L,38.5,L,61,22.5
GQ8_1,9,1,BELE,c,L,34,L,57,23
GQ8_1,14,4,BELE,o,L,42,L,65,23
GQ3_2,13,3,BELE,c,L,36,L,60,24
GQ3_2,3,15,BELE,o,L,40,L,65,25
GQ8_1,10,1,BELE,o,L,51,L,77,26
GQ3_2,10,15,BELE,o,L,56,L,82,26
GQ2_1,11,16,BELE,o,L,51,L,77,26
GQ2_1,18,8,BELE,c,L,25.4,L,52,26.6
GQ10_1,8,2,BELE,c,L,73,L,102,29
GQ3_2,15,11,BELE,o,L,26.8,L,56,29.2
GQ8_1,11,7,BELE,c,L,80,L,110,30
GQ8_1,18,11,BELE,o,L,54,L,84,30
GQ10_1,5,11,BELE,c,V,35,L,65,30
GQ10_1,4,3,BELE,o,L,46,L,77,31
GQ3_1,14,11,BELE,c,L,26,L,57,31
GQ10_1,18,9,BELE,o,L,58,L,90,32
GQ8_1,4,13,BELE,c,L,35,L,67,32
GQ8_1,14,13,BELE,c,L,78,L,110,32
GQ3_2,9,4,BELE,c,L,72,L,105,33
GQ3_2,16,5,BELE,c,L,58,L,91,33
GQ2_1,3,9,BELE,o,L,34,L,67,33
GQ10_1,6,13,BELE,o,L,107,L,141,34
GQ8_1,4,7,BELE,c,L,66,L,100,34
GQ8_1,13,11,BELE,c,L,76,L,110,34
GQ3_1,5,13,BELE,c,L,31,L,65,34
GQ2_1,8,5,BELE,c,L,27,L,61,34
GQ8_1,8,6,BELE,c,L,28,L,63,35
GQ3_2,14,3,BELE,c,L,37,L,72,35
GQ3_2,14,8,BELE,o,L,34,L,69,35
GQ8_2,9,6,BELE,o,L,60,L,96,36
GQ8_1,2,6,BELE,c,L,47,L,83,36
GQ8_1,3,9,BELE,o,L,52,L,88,36
GQ3_1,1,9,BELE,c,L,36,L,72,36
GQ3_1,4,12,BELE,o,L,67,L,104,37
GQ8_2,4,15,BELE,c,L,67,L,105,38
GQ8_2,1,7,BELE,c,L,28.5,L,68,39.5
GQ8_1,10,5,BELE,o,L,56,L,95.5,39.5
GQ8_1,3,10,BELE,o,L,53,L,92.5,39.5
GQ3_1,9,10,BELE,o,L,71,L,112,41
GQ8_2,6,2,BELE,o,L,62,L,104,42
GQ8_2,11,9,BELE,o,L,104,L,147,43
GQ8_2,1,12,BELE,c,L,59,L,102,43
GQ3_2,15,9,BELE,c,L,55.6,L,99,43.4
GQ8_1,8,16,BELE,c,L,34.6,L,79,44.4
GQ8_1,3,4,BELE,c,L,38,L,82.5,44.5
GQ2_2,5,6,BELE,o,L,33.5,L,78,44.5
GQ3_2,4,8,BELE,c,L,41.2,L,86,44.8
GQ2_1,5,11,BELE,c,L,37,L,82,45
GQ10_1,1,12,BELE,c,L,81.5,L,127,45.5
GQ8_2,5,7,BELE,c,L,80.5,L,126,45.5
GQ8_2,11,13,BELE,c,L,44,L,90,46
GQ8_2,7,4,BELE,o,L,41.5,L,88,46.5
GQ3_1,13,11,BELE,c,L,84,L,132,48
GQ2_1,2,14,BELE,o,L,24.5,L,74,49.5
GQ3_1,3,4,BELE,o,L,47,L,97,50
GQ3_1,4,9,BELE,o,L,50,L,100,50
GQ2_2,12,1,BELE,c,L,50,L,100,50
GQ2_2,4,19,BELE,o,L,27,L,77,50
GQ2_2,2,8,BELE,c,L,81.5,L,132,50.5
GQ8_1,2,10,BELE,o,L,47.8,L,99,51.2
GQ10_1,13,4,BELE,c,L,85,L,137,52
GQ3_2,2,13,BELE,c,L,56.3,L,109,52.7
GQ3_1,11,10,BELE,o,L,47,L,100,53
GQ2_1,4,14,BELE,c,L,46,L,99,53
GQ3_1,15,6,BELE,c,L,66,L,120,54
GQ2_2,11,16,BELE,c,L,61,L,115,54
GQ8_1,4,8,BELE,c,L,18,L,72.5,54.5
GQ8_2,2,11,BELE,o,L,51,L,106,55
GQ3_2,16,8,BELE,c,L,61,L,116,55
GQ10_2,10,10,BELE,c,L,66,L,122,56
GQ2_2,14,8,BELE,c,L,24,L,80,56
GQ10_1,3,5,BELE,c,L,50.5,L,107,56.5
GQ3_1,2,7,BELE,o,L,93,L,150,57
GQ3_1,7,7,BELE,o,L,81,L,138,57
GQ10_1,15,5,BELE,c,L,72,L,130,58
GQ10_2,11,11,BELE,o,L,41,L,99,58
GQ2_2,13,3,BELE,o,L,63,L,121,58
GQ8_1,16,5,BELE,c,L,47,L,106,59
GQ2_1,5,6,BELE,c,L,79,L,138,59
GQ10_2,18,8,BELE,c,L,77,L,137,60
GQ8_1,15,12,BELE,o,L,52,L,112,60
GQ8_2,8,17,BELE,o,L,45.5,L,106,60.5
GQ10_2,4,14,BELE,o,L,74.1,L,136,61.9
GQ3_1,3,7,BELE,c,L,78.5,L,141,62.5
GQ3_1,3,6,BELE,c,L,44,L,107,63
GQ2_2,14,4,BELE,o,L,56.5,L,120,63.5
GQ10_1,4,8,BELE,o,L,53,L,117,64
GQ8_2,5,12,BELE,c,L,72,L,136,64
GQ3_1,5,9,BELE,c,L,61,L,125,64
GQ10_2,9,5,BELE,c,L,75.2,L,140,64.8
GQ10_1,8,13,BELE,o,L,110,L,176,66
GQ3_2,9,7,BELE,c,L,57,L,124,67
GQ8_2,3,11,BELE,c,L,64,L,132,68
GQ10_2,11,8,BELE,c,L,84.5,L,153,68.5
GQ3_2,13,12,BELE,c,L,51.4,L,120,68.6
GQ10_2,9,1,BELE,o,L,74.2,L,143,68.8
GQ8_2,15,6,BELE,o,L,91,L,160,69
GQ10_2,17,14,BELE,o,L,77,L,147,70
GQ10_1,9,1,BELE,c,L,74,L,146,72
GQ10_2,3,10,BELE,o,L,104,L,176,72
GQ8_2,5,16,BELE,c,L,79,L,151,72
GQ8_2,7,15,BELE,c,L,71,L,144,73
GQ3_2,6,12,BELE,c,L,62,L,135,73
GQ2_1,7,8,BELE,c,L,52,L,125.5,73.5
GQ10_1,7,2,BELE,o,L,104,L,178,74
GQ10_1,4,11,BELE,c,L,55,L,129,74
GQ10_2,9,7,BELE,c,L,46.5,L,122,75.5
GQ8_2,10,17,BELE,o,L,59,L,135,76
GQ2_2,10,15,BELE,c,L,42,L,118,76
GQ10_1,12,6,BELE,c,L,93,L,170,77
GQ10_2,2,15,BELE,c,L,61,L,138,77
GQ10_1,4,6,BELE,c,L,84,L,163,79
GQ10_2,16,10,BELE,c,L,86,L,165,79
GQ10_2,16,9,BELE,o,L,45,L,124,79
GQ10_1,8,3,BELE,c,L,62,L,143,81
GQ2_2,7,16,BELE,c,L,53,L,136,83
GQ10_2,7,3,BELE,c,L,83.5,L,170,86.5
GQ2_1,10,12,BELE,o,L,43.5,L,130,86.5
GQ10_1,6,3,BELE,c,L,63,L,150,87
GQ10_1,16,11,BELE,o,L,73,L,160,87
GQ10_2,7,9,BELE,c,L,112,L,200,88
GQ8_2,4,10,BELE,o,L,61,L,149,88
GQ10_1,3,12,BELE,o,L,61.5,L,151,89.5
GQ2_1,9,6,BELE,o,L,61.5,L,151,89.5
GQ8_2,8,5,BELE,c,L,75,L,165,90
GQ10_2,6,8,BELE,c,L,69,L,160,91
GQ8_2,16,8,BELE,c,L,85,L,176,91
GQ2_2,9,11,BELE,c,L,86,L,178,92
GQ10_2,4,16,BELE,o,L,114,L,207,93
GQ10_2,5,11,BELE,o,L,45,L,138,93
GQ10_1,3,11,BELE,o,L,86.5,L,180,93.5
GQ10_1,6,17,BELE,o,L,97,L,200,103
GQ10_1,14,16,BELE,c,L,85.5,L,190,104.5
GQ10_2,7,14,BELE,o,L,81.6,L,187,105.4
GQ10_1,14,14,BELE,o,L,84.5,L,190,105.5
GQ10_1,9,17,BELE,c,L,102,L,210,108
GQ10_2,15,10,BELE,c,L,90,L,198,108
GQ10_2,12,7,BELE,c,L,108,L,217,109
GQ3_2,1,9,BELE,o,L,86,L,195,109
GQ10_2,8,4,BELE,o,L,90.4,L,200,109.6
GQ10_1,7,17,BELE,c,L,72,L,182,110
GQ10_2,15,16,BELE,o,L,59,L,169,110
GQ10_1,4,4,BELE,c,L,86.5,L,197,110.5
GQ10_2,3,4,BELE,c,L,80,L,192,112
GQ10_2,12,17,BELE,c,L,94,L,207,113
GQ8_2,8,14,BELE,o,L,59,L,172,113
GQ8_2,12,9,BELE,c,L,80,L,197,117
GQ8_2,9,13,BELE,o,L,64,L,181,117
GQ10_1,12,8,BELE,c,L,53,L,171,118
GQ10_2,5,14,BELE,o,L,79,L,200,121
GQ10_1,5,14,BELE,o,L,76.5,L,200,123.5
GQ10_2,7,7,BELE,o,L,104.4,L,230,125.6
GQ10_2,7,17,BELE,o,L,84.1,L,220,135.9
GQ8_2,14,10,BELE,o,L,122,L,264,142
GQ10_2,1,7,BELE,o,L,119,L,265,146
GQ8_2,16,13,BELE,c,L,95,L,241,146
GQ8_2,11,11,BELE,o,L,47,MIA,,-47
GQ2_1,9,10,BELE,c,L,31,V,11,0
GQ2_2,12,19,BELE,o,L,19,V,12,0
GQ2_1,12,4,BELE,o,L,6,V,6,0
GQ3_2,18,10,BELE,c,L,41,V,45,4
GQ2_2,9,14,BELE,o,L,68.6,V,84,15.4
GQ8_1,8,13,BELE,o,L,73,V,132,59